,notebook,link,cell_id,lineno,end_lineno,col_offset,end_col_offset,type,type_details,effect_type,code
193,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",52,7,7,42,86,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
194,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,9,9,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
195,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,9,9,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
196,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,10,10,4,34,Assign1,,reduction,"segDF = segDF[segDF[""lam'""]>0]"
197,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,10,10,12,34,Subscript1,,reduction,"segDF[segDF[""lam'""]>0]"
198,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,13,13,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
199,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,15,15,4,21,Assign1,,reduction,"x = segDF[""Year""]"
200,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",54,16,16,4,20,Assign1,,reduction,"y = segDF[""N10""]"
201,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",55,2,2,0,17,Assign2,,enforcing,"data[""N10'""] = """""
202,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",56,6,6,41,85,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
203,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",56,6,6,120,164,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
204,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",56,8,8,8,100,Assign3,loc,enforcing,"data.loc[i,""N10'""] = (math.exp(swi)-1)/(len(data.iloc[i][4:last][data.iloc[i][4:last]>0])-1)"
205,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",56,8,8,52,96,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
206,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",56,10,10,8,30,Assign3,loc,enforcing,"data.loc[i,""N10'""] = 0"
207,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,8,8,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
208,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,8,8,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
209,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,9,9,4,34,Assign1,,reduction,"segDF = segDF[segDF[""lam'""]>0]"
210,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,9,9,12,34,Subscript1,,reduction,"segDF[segDF[""lam'""]>0]"
211,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,12,12,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
212,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,14,14,4,21,Assign1,,reduction,"x = segDF[""Year""]"
213,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",58,15,15,4,21,Assign1,,reduction,"y = segDF[""N10'""]"
214,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",59,2,2,0,16,Assign2,,enforcing,"data[""N21""] = """""
215,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",60,16,16,41,85,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
216,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",60,16,16,120,164,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
217,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",60,19,19,4,29,Assign3,loc,enforcing,"data.loc[i,""N21""] = N2/N1"
218,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,8,8,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
219,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,8,8,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
220,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,9,9,4,34,Assign1,,reduction,"segDF = segDF[segDF[""lam'""]>0]"
221,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,9,9,12,34,Subscript1,,reduction,"segDF[segDF[""lam'""]>0]"
222,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,12,12,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
223,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,14,14,4,21,Assign1,,reduction,"x = segDF[""Year""]"
224,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",62,15,15,4,20,Assign1,,reduction,"y = segDF[""N21""]"
225,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",63,2,2,0,17,Assign2,,enforcing,"data[""N21'""] = """""
226,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",64,17,17,41,85,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
227,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",64,17,17,120,164,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
228,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",64,21,21,4,38,Assign3,loc,enforcing,"data.loc[i,""N21'""] = (N2-1)/(N1-1)"
229,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,8,8,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
230,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,8,8,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
231,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,9,9,4,34,Assign1,,reduction,"segDF = segDF[segDF[""lam'""]>0]"
232,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,9,9,12,34,Subscript1,,reduction,"segDF[segDF[""lam'""]>0]"
233,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,12,12,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
234,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,14,14,4,21,Assign1,,reduction,"x = segDF[""Year""]"
235,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",66,15,15,4,21,Assign1,,reduction,"y = segDF[""N21'""]"
236,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",67,2,2,0,19,Assign2,,enforcing,"data[""Pielou""] = """""
237,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",68,14,14,41,85,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
238,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",68,14,14,120,164,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
239,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",68,17,17,4,46,Assign3,loc,enforcing,"data.loc[i,'Pielou'] = swi/math.log(count)"
240,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,8,8,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
241,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,8,8,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
242,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,9,9,4,34,Assign1,,reduction,"segDF = segDF[segDF[""lam'""]>0]"
243,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,9,9,12,34,Subscript1,,reduction,"segDF[segDF[""lam'""]>0]"
244,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,12,12,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
245,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,14,14,4,21,Assign1,,reduction,"x = segDF[""Year""]"
246,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",70,15,15,4,23,Assign1,,reduction,"y = segDF[""Pielou""]"
247,ml_analysis.ipynb,"https://github.com/ChuckBowers/info370-group11/blob/master/ml_analysis.ipynb
",1,3,3,4,126,Call1,drop,enforcing,"modeling_df.drop(['DATE', 'HourlySkyConditions', 'REPORT_TYPE', 'join_time', 'actual_weather_delay', 'avg_delay'], axis=1)"
248,ml_analysis.ipynb,"https://github.com/ChuckBowers/info370-group11/blob/master/ml_analysis.ipynb
",1,9,9,36,61,Call2,shape,revealing,str(train_features.shape)
249,ml_analysis.ipynb,"https://github.com/ChuckBowers/info370-group11/blob/master/ml_analysis.ipynb
",1,10,10,35,59,Call2,shape,revealing,str(test_features.shape)
250,ml_analysis.ipynb,"https://github.com/ChuckBowers/info370-group11/blob/master/ml_analysis.ipynb
",1,11,11,36,60,Call2,shape,revealing,str(train_outcome.shape)
251,ml_analysis.ipynb,"https://github.com/ChuckBowers/info370-group11/blob/master/ml_analysis.ipynb
",1,12,12,35,58,Call2,shape,revealing,str(test_outcome.shape)
252,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",3,4,4,0,14,Expr3,columns,uncategorized,boston.columns
253,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",5,3,3,10,39,Call1,get_dummies,uncategorized,pd.get_dummies(boston['M/F'])
254,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",5,7,7,12,50,Call1,concat,enforcing,"pd.concat([boston, boston_mf], axis=1)"
255,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",5,9,9,0,18,Call1,head,uncategorized,boston_join.head()
256,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",6,1,1,0,19,Expr3,columns,uncategorized,boston_join.columns
257,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,11,11,0,66,Assign2,,enforcing,boston_join['5K Duration'] = boston_join['5K'].apply(time_convert)
258,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,11,11,29,66,Call1,apply,enforcing,boston_join['5K'].apply(time_convert)
259,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,12,12,0,68,Assign2,,enforcing,boston_join['10K Duration'] = boston_join['10K'].apply(time_convert)
260,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,12,12,30,68,Call1,apply,enforcing,boston_join['10K'].apply(time_convert)
261,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,13,13,0,68,Assign2,,enforcing,boston_join['15K Duration'] = boston_join['15K'].apply(time_convert)
262,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,13,13,30,68,Call1,apply,enforcing,boston_join['15K'].apply(time_convert)
263,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,14,14,0,68,Assign2,,enforcing,boston_join['20K Duration'] = boston_join['20K'].apply(time_convert)
264,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,14,14,30,68,Call1,apply,enforcing,boston_join['20K'].apply(time_convert)
265,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,15,15,0,70,Assign2,,enforcing,boston_join['Half Duration'] = boston_join['Half'].apply(time_convert)
266,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,15,15,31,70,Call1,apply,enforcing,boston_join['Half'].apply(time_convert)
267,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,16,16,0,68,Assign2,,enforcing,boston_join['25K Duration'] = boston_join['25K'].apply(time_convert)
268,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,16,16,30,68,Call1,apply,enforcing,boston_join['25K'].apply(time_convert)
269,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,17,17,0,68,Assign2,,enforcing,boston_join['30K Duration'] = boston_join['30K'].apply(time_convert)
270,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,17,17,30,68,Call1,apply,enforcing,boston_join['30K'].apply(time_convert)
271,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,18,18,0,68,Assign2,,enforcing,boston_join['35K Duration'] = boston_join['35K'].apply(time_convert)
272,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,18,18,30,68,Call1,apply,enforcing,boston_join['35K'].apply(time_convert)
273,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,19,19,0,68,Assign2,,enforcing,boston_join['40K Duration'] = boston_join['40K'].apply(time_convert)
274,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,19,19,30,68,Call1,apply,enforcing,boston_join['40K'].apply(time_convert)
275,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,20,20,0,88,Assign2,,enforcing,boston_join['Official Time Duration'] = boston_join['Official Time'].apply(time_convert)
276,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,20,20,40,88,Call1,apply,enforcing,boston_join['Official Time'].apply(time_convert)
277,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,24,24,0,227,Call1,dropna,enforcing,"boston_join.dropna(inplace=True,subset=['Bib','Age','5K Duration','10K Duration','15K Duration','20K Duration', 'Half Duration', '25K Duration','30K Duration','35K Duration','40K Duration','Official Time Duration', 'Temp (F)'])"
278,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,26,26,0,223,Assign1,,reduction,"boston_clean=boston_join[['Bib','Age','5K Duration','10K Duration','15K Duration','20K Duration', 'Half Duration', '25K Duration','30K Duration','35K Duration','40K Duration','Official Time Duration', 'Temp (F)', 'F', 'M']]"
279,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",7,30,30,0,20,Expr3,columns,uncategorized,boston_clean.columns
280,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",9,2,2,0,81,Assign1,,reduction,"X_5K = boston_clean[['Bib','Age','Official Time Duration', 'F', 'M', 'Temp (F)']]"
281,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",9,3,3,7,56,Call1,reshape,uncategorized,"boston_clean['5K Duration'].values.reshape(-1, 1)"
282,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",9,4,4,0,29,Call2,shape,revealing,"print(X_5K.shape, y_5K.shape)"
283,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",11,5,5,0,17,Call1,head,uncategorized,X_train_5K.head()
284,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",21,4,4,43,58,Call1,max,revealing,y_test_5K.max()
285,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",32,4,4,0,78,Assign1,,reduction,"X_nobib = boston_clean[['Age','Official Time Duration', 'F', 'M', 'Temp (F)']]"
286,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",32,5,5,10,59,Call1,reshape,uncategorized,"boston_clean['5K Duration'].values.reshape(-1, 1)"
287,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",32,6,6,0,35,Call2,shape,revealing,"print(X_nobib.shape, y_nobib.shape)"
288,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",32,30,30,46,64,Call1,max,revealing,y_test_nobib.max()
289,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",34,4,4,0,98,Assign1,,reduction,"X_10K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration']]"
290,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",34,5,5,8,58,Call1,reshape,uncategorized,"boston_clean['10K Duration'].values.reshape(-1, 1)"
291,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",34,6,6,0,31,Call2,shape,revealing,"print(X_10K.shape, y_10K.shape)"
292,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",34,30,30,44,60,Call1,max,revealing,y_test_10K.max()
293,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",35,1,1,0,15,Expr1,,sampling,predictions_10K
294,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",38,4,4,0,114,Assign1,,reduction,"X_15K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration']]"
295,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",38,5,5,8,58,Call1,reshape,uncategorized,"boston_clean['15K Duration'].values.reshape(-1, 1)"
296,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",38,6,6,0,31,Call2,shape,revealing,"print(X_15K.shape, y_15K.shape)"
297,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",38,30,30,44,60,Call1,max,revealing,y_test_15K.max()
298,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",41,4,4,0,130,Assign1,,reduction,"X_20K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration']]"
299,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",41,5,5,8,58,Call1,reshape,uncategorized,"boston_clean['20K Duration'].values.reshape(-1, 1)"
300,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",41,6,6,0,31,Call2,shape,revealing,"print(X_20K.shape, y_20K.shape)"
301,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",41,30,30,44,60,Call1,max,revealing,y_test_20K.max()
302,boston_model.ipynb,"https://github.com/amcm29/MachineLearning_Marathon/blob/master/boston_model.ipynb
",44,4,4,0,147,Assign1,,reduction,"X_Half = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration']]"
