,notebook,cell_id,lineno,end_lineno,col_offset,end_col_offset,type,type_details,output_type,effect_type,code
173,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,46,15,15,4,19,Assign1,,internal,checking,"y = segDF[""N2""]"
174,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,47,2,2,0,18,Assign2,,internal,enforcing,"data[""N_Inf""] = """""
175,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,48,10,10,4,32,Assign1,,internal,checking,array = data.iloc[i][4:last]
176,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,48,11,11,4,42,Assign3,loc,internal,enforcing,"data.loc[i,'N_Inf'] = 1/(max(array)/N)"
177,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,8,8,4,49,Assign1,,internal,checking,segDF = data.loc[data['RiverSeg'] == segment]
178,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,8,8,12,49,Subscript1,,internal,enforcing,data.loc[data['RiverSeg'] == segment]
179,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,9,9,4,34,Assign1,,internal,checking,"segDF = segDF[segDF[""lam'""]>0]"
180,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,9,9,12,34,Subscript1,,internal,enforcing,"segDF[segDF[""lam'""]>0]"
181,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,12,12,12,37,Call1,sort_values,internal,enforcing,segDF.sort_values('Year')
182,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,14,14,4,21,Assign1,,internal,checking,"x = segDF[""Year""]"
183,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,50,15,15,4,22,Assign1,,internal,checking,"y = segDF[""N_Inf""]"
184,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,51,2,2,0,16,Assign2,,internal,enforcing,"data[""N10""] = """""
185,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,52,6,6,41,85,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
186,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,52,6,6,120,164,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
187,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,52,7,7,4,87,Assign3,loc,internal,enforcing,"data.loc[i,'N10'] = math.exp(swi)/len(data.iloc[i][4:last][data.iloc[i][4:last]>0])"
188,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,52,7,7,42,86,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
189,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,9,9,4,49,Assign1,,internal,checking,segDF = data.loc[data['RiverSeg'] == segment]
190,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,9,9,12,49,Subscript1,,internal,enforcing,data.loc[data['RiverSeg'] == segment]
191,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,10,10,4,34,Assign1,,internal,checking,"segDF = segDF[segDF[""lam'""]>0]"
192,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,10,10,12,34,Subscript1,,internal,enforcing,"segDF[segDF[""lam'""]>0]"
193,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,13,13,12,37,Call1,sort_values,internal,enforcing,segDF.sort_values('Year')
194,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,15,15,4,21,Assign1,,internal,checking,"x = segDF[""Year""]"
195,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,54,16,16,4,20,Assign1,,internal,checking,"y = segDF[""N10""]"
196,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,55,2,2,0,17,Assign2,,internal,enforcing,"data[""N10'""] = """""
197,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,56,6,6,41,85,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
198,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,56,6,6,120,164,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
199,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,56,8,8,8,100,Assign3,loc,internal,enforcing,"data.loc[i,""N10'""] = (math.exp(swi)-1)/(len(data.iloc[i][4:last][data.iloc[i][4:last]>0])-1)"
200,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,56,8,8,52,96,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
201,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,56,10,10,8,30,Assign3,loc,internal,enforcing,"data.loc[i,""N10'""] = 0"
202,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,8,8,4,49,Assign1,,internal,checking,segDF = data.loc[data['RiverSeg'] == segment]
203,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,8,8,12,49,Subscript1,,internal,enforcing,data.loc[data['RiverSeg'] == segment]
204,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,9,9,4,34,Assign1,,internal,checking,"segDF = segDF[segDF[""lam'""]>0]"
205,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,9,9,12,34,Subscript1,,internal,enforcing,"segDF[segDF[""lam'""]>0]"
206,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,12,12,12,37,Call1,sort_values,internal,enforcing,segDF.sort_values('Year')
207,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,14,14,4,21,Assign1,,internal,checking,"x = segDF[""Year""]"
208,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,58,15,15,4,21,Assign1,,internal,checking,"y = segDF[""N10'""]"
209,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,59,2,2,0,16,Assign2,,internal,enforcing,"data[""N21""] = """""
210,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,60,16,16,41,85,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
211,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,60,16,16,120,164,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
212,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,60,19,19,4,29,Assign3,loc,internal,enforcing,"data.loc[i,""N21""] = N2/N1"
213,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,8,8,4,49,Assign1,,internal,checking,segDF = data.loc[data['RiverSeg'] == segment]
214,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,8,8,12,49,Subscript1,,internal,enforcing,data.loc[data['RiverSeg'] == segment]
215,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,9,9,4,34,Assign1,,internal,checking,"segDF = segDF[segDF[""lam'""]>0]"
216,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,9,9,12,34,Subscript1,,internal,enforcing,"segDF[segDF[""lam'""]>0]"
217,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,12,12,12,37,Call1,sort_values,internal,enforcing,segDF.sort_values('Year')
218,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,14,14,4,21,Assign1,,internal,checking,"x = segDF[""Year""]"
219,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,62,15,15,4,20,Assign1,,internal,checking,"y = segDF[""N21""]"
220,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,63,2,2,0,17,Assign2,,internal,enforcing,"data[""N21'""] = """""
221,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,64,17,17,41,85,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
222,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,64,17,17,120,164,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
223,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,64,21,21,4,38,Assign3,loc,internal,enforcing,"data.loc[i,""N21'""] = (N2-1)/(N1-1)"
224,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,8,8,4,49,Assign1,,internal,checking,segDF = data.loc[data['RiverSeg'] == segment]
225,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,8,8,12,49,Subscript1,,internal,enforcing,data.loc[data['RiverSeg'] == segment]
226,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,9,9,4,34,Assign1,,internal,checking,"segDF = segDF[segDF[""lam'""]>0]"
227,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,9,9,12,34,Subscript1,,internal,enforcing,"segDF[segDF[""lam'""]>0]"
228,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,12,12,12,37,Call1,sort_values,internal,enforcing,segDF.sort_values('Year')
229,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,14,14,4,21,Assign1,,internal,checking,"x = segDF[""Year""]"
230,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,66,15,15,4,21,Assign1,,internal,checking,"y = segDF[""N21'""]"
231,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,67,2,2,0,19,Assign2,,internal,enforcing,"data[""Pielou""] = """""
232,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,68,14,14,41,85,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
233,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,68,14,14,120,164,Subscript1,,internal,enforcing,data.iloc[i][4:last][data.iloc[i][4:last]>0]
234,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,68,17,17,4,46,Assign3,loc,internal,enforcing,"data.loc[i,'Pielou'] = swi/math.log(count)"
235,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,8,8,4,49,Assign1,,internal,checking,segDF = data.loc[data['RiverSeg'] == segment]
236,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,8,8,12,49,Subscript1,,internal,enforcing,data.loc[data['RiverSeg'] == segment]
237,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,9,9,4,34,Assign1,,internal,checking,"segDF = segDF[segDF[""lam'""]>0]"
238,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,9,9,12,34,Subscript1,,internal,enforcing,"segDF[segDF[""lam'""]>0]"
239,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,12,12,12,37,Call1,sort_values,internal,enforcing,segDF.sort_values('Year')
240,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,14,14,4,21,Assign1,,internal,checking,"x = segDF[""Year""]"
241,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,70,15,15,4,23,Assign1,,internal,checking,"y = segDF[""Pielou""]"
242,ml_analysis.ipynb,1,3,3,4,126,Call1,drop,internal,enforcing,"modeling_df.drop(['DATE', 'HourlySkyConditions', 'REPORT_TYPE', 'join_time', 'actual_weather_delay', 'avg_delay'], axis=1)"
243,ml_analysis.ipynb,1,9,9,36,61,Call2,shape,internal,checking,str(train_features.shape)
244,ml_analysis.ipynb,1,10,10,35,59,Call2,shape,internal,checking,str(test_features.shape)
245,ml_analysis.ipynb,1,11,11,36,60,Call2,shape,internal,checking,str(train_outcome.shape)
246,ml_analysis.ipynb,1,12,12,35,58,Call2,shape,internal,checking,str(test_outcome.shape)
247,boston_model.ipynb,3,4,4,0,14,Expr3,columns,revealing,checking,boston.columns
248,boston_model.ipynb,5,7,7,12,50,Call1,concat,internal,enforcing,"pd.concat([boston, boston_mf], axis=1)"
249,boston_model.ipynb,5,9,9,0,18,Call1,head,revealing,checking,boston_join.head()
250,boston_model.ipynb,6,1,1,0,19,Expr3,columns,revealing,checking,boston_join.columns
251,boston_model.ipynb,7,11,11,0,66,Assign2,,internal,enforcing,boston_join['5K Duration'] = boston_join['5K'].apply(time_convert)
252,boston_model.ipynb,7,11,11,29,66,Call1,apply,internal,enforcing,boston_join['5K'].apply(time_convert)
253,boston_model.ipynb,7,12,12,0,68,Assign2,,internal,enforcing,boston_join['10K Duration'] = boston_join['10K'].apply(time_convert)
254,boston_model.ipynb,7,12,12,30,68,Call1,apply,internal,enforcing,boston_join['10K'].apply(time_convert)
255,boston_model.ipynb,7,13,13,0,68,Assign2,,internal,enforcing,boston_join['15K Duration'] = boston_join['15K'].apply(time_convert)
256,boston_model.ipynb,7,13,13,30,68,Call1,apply,internal,enforcing,boston_join['15K'].apply(time_convert)
257,boston_model.ipynb,7,14,14,0,68,Assign2,,internal,enforcing,boston_join['20K Duration'] = boston_join['20K'].apply(time_convert)
258,boston_model.ipynb,7,14,14,30,68,Call1,apply,internal,enforcing,boston_join['20K'].apply(time_convert)
259,boston_model.ipynb,7,15,15,0,70,Assign2,,internal,enforcing,boston_join['Half Duration'] = boston_join['Half'].apply(time_convert)
260,boston_model.ipynb,7,15,15,31,70,Call1,apply,internal,enforcing,boston_join['Half'].apply(time_convert)
261,boston_model.ipynb,7,16,16,0,68,Assign2,,internal,enforcing,boston_join['25K Duration'] = boston_join['25K'].apply(time_convert)
262,boston_model.ipynb,7,16,16,30,68,Call1,apply,internal,enforcing,boston_join['25K'].apply(time_convert)
263,boston_model.ipynb,7,17,17,0,68,Assign2,,internal,enforcing,boston_join['30K Duration'] = boston_join['30K'].apply(time_convert)
264,boston_model.ipynb,7,17,17,30,68,Call1,apply,internal,enforcing,boston_join['30K'].apply(time_convert)
265,boston_model.ipynb,7,18,18,0,68,Assign2,,internal,enforcing,boston_join['35K Duration'] = boston_join['35K'].apply(time_convert)
266,boston_model.ipynb,7,18,18,30,68,Call1,apply,internal,enforcing,boston_join['35K'].apply(time_convert)
267,boston_model.ipynb,7,19,19,0,68,Assign2,,internal,enforcing,boston_join['40K Duration'] = boston_join['40K'].apply(time_convert)
268,boston_model.ipynb,7,19,19,30,68,Call1,apply,internal,enforcing,boston_join['40K'].apply(time_convert)
269,boston_model.ipynb,7,20,20,0,88,Assign2,,internal,enforcing,boston_join['Official Time Duration'] = boston_join['Official Time'].apply(time_convert)
270,boston_model.ipynb,7,20,20,40,88,Call1,apply,internal,enforcing,boston_join['Official Time'].apply(time_convert)
271,boston_model.ipynb,7,24,24,0,227,Call1,dropna,internal,enforcing,"boston_join.dropna(inplace=True,subset=['Bib','Age','5K Duration','10K Duration','15K Duration','20K Duration', 'Half Duration', '25K Duration','30K Duration','35K Duration','40K Duration','Official Time Duration', 'Temp (F)'])"
272,boston_model.ipynb,7,26,26,0,223,Assign1,,internal,checking,"boston_clean=boston_join[['Bib','Age','5K Duration','10K Duration','15K Duration','20K Duration', 'Half Duration', '25K Duration','30K Duration','35K Duration','40K Duration','Official Time Duration', 'Temp (F)', 'F', 'M']]"
273,boston_model.ipynb,7,30,30,0,20,Expr3,columns,revealing,checking,boston_clean.columns
274,boston_model.ipynb,9,2,2,0,81,Assign1,,internal,checking,"X_5K = boston_clean[['Bib','Age','Official Time Duration', 'F', 'M', 'Temp (F)']]"
275,boston_model.ipynb,9,3,3,7,56,Call1,reshape,internal,enforcing,"boston_clean['5K Duration'].values.reshape(-1, 1)"
276,boston_model.ipynb,9,4,4,0,29,Call2,shape,revealing,checking,"print(X_5K.shape, y_5K.shape)"
277,boston_model.ipynb,11,5,5,0,17,Call1,head,revealing,checking,X_train_5K.head()
278,boston_model.ipynb,21,4,4,43,58,Call1,max,internal,checking,y_test_5K.max()
279,boston_model.ipynb,32,4,4,0,78,Assign1,,internal,checking,"X_nobib = boston_clean[['Age','Official Time Duration', 'F', 'M', 'Temp (F)']]"
280,boston_model.ipynb,32,5,5,10,59,Call1,reshape,internal,enforcing,"boston_clean['5K Duration'].values.reshape(-1, 1)"
281,boston_model.ipynb,32,6,6,0,35,Call2,shape,revealing,checking,"print(X_nobib.shape, y_nobib.shape)"
282,boston_model.ipynb,32,30,30,46,64,Call1,max,internal,checking,y_test_nobib.max()
283,boston_model.ipynb,34,4,4,0,98,Assign1,,internal,checking,"X_10K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration']]"
284,boston_model.ipynb,34,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['10K Duration'].values.reshape(-1, 1)"
285,boston_model.ipynb,34,6,6,0,31,Call2,shape,revealing,checking,"print(X_10K.shape, y_10K.shape)"
286,boston_model.ipynb,34,30,30,44,60,Call1,max,internal,checking,y_test_10K.max()
287,boston_model.ipynb,35,1,1,0,15,Expr1,,revealing,checking,predictions_10K
288,boston_model.ipynb,38,4,4,0,114,Assign1,,internal,checking,"X_15K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration']]"
289,boston_model.ipynb,38,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['15K Duration'].values.reshape(-1, 1)"
290,boston_model.ipynb,38,6,6,0,31,Call2,shape,revealing,checking,"print(X_15K.shape, y_15K.shape)"
291,boston_model.ipynb,38,30,30,44,60,Call1,max,internal,checking,y_test_15K.max()
292,boston_model.ipynb,41,4,4,0,130,Assign1,,internal,checking,"X_20K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration']]"
293,boston_model.ipynb,41,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['20K Duration'].values.reshape(-1, 1)"
294,boston_model.ipynb,41,6,6,0,31,Call2,shape,revealing,checking,"print(X_20K.shape, y_20K.shape)"
295,boston_model.ipynb,41,30,30,44,60,Call1,max,internal,checking,y_test_20K.max()
296,boston_model.ipynb,44,4,4,0,147,Assign1,,internal,checking,"X_Half = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration']]"
297,boston_model.ipynb,44,5,5,9,60,Call1,reshape,internal,enforcing,"boston_clean['Half Duration'].values.reshape(-1, 1)"
298,boston_model.ipynb,44,6,6,0,33,Call2,shape,revealing,checking,"print(X_Half.shape, y_Half.shape)"
299,boston_model.ipynb,44,30,30,45,62,Call1,max,internal,checking,y_test_Half.max()
300,boston_model.ipynb,47,4,4,0,163,Assign1,,internal,checking,"X_25K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration', 'Half Duration']]"
301,boston_model.ipynb,47,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['25K Duration'].values.reshape(-1, 1)"
302,boston_model.ipynb,47,6,6,0,31,Call2,shape,revealing,checking,"print(X_25K.shape, y_25K.shape)"
303,boston_model.ipynb,47,30,30,44,60,Call1,max,internal,checking,y_test_25K.max()
304,boston_model.ipynb,50,4,4,0,178,Assign1,,internal,checking,"X_30K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration','Half Duration', '25K Duration']]"
305,boston_model.ipynb,50,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['30K Duration'].values.reshape(-1, 1)"
306,boston_model.ipynb,50,6,6,0,31,Call2,shape,revealing,checking,"print(X_30K.shape, y_30K.shape)"
307,boston_model.ipynb,50,30,30,44,60,Call1,max,internal,checking,y_test_30K.max()
308,boston_model.ipynb,53,4,4,0,195,Assign1,,internal,checking,"X_35K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration', 'Half Duration','25K Duration',  '30K Duration']]"
309,boston_model.ipynb,53,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['35K Duration'].values.reshape(-1, 1)"
310,boston_model.ipynb,53,6,6,0,31,Call2,shape,revealing,checking,"print(X_30K.shape, y_30K.shape)"
311,boston_model.ipynb,53,30,30,44,60,Call1,max,internal,checking,y_test_35K.max()
312,boston_model.ipynb,56,4,4,0,211,Assign1,,internal,checking,"X_40K = boston_clean[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration',  'Half Duration', '25K Duration', '30K Duration','35K Duration']]"
313,boston_model.ipynb,56,5,5,8,58,Call1,reshape,internal,enforcing,"boston_clean['40K Duration'].values.reshape(-1, 1)"
314,boston_model.ipynb,56,6,6,0,31,Call2,shape,revealing,checking,"print(X_40K.shape, y_40K.shape)"
315,boston_model.ipynb,56,30,30,44,60,Call1,max,internal,checking,y_test_40K.max()
316,boston_model.ipynb,59,4,4,0,203,Assign1,,internal,checking,"X_Final = boston_clean[['Bib', 'Age', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration','Half Duration', '25K Duration', '30K Duration', '35K Duration', '40K Duration']]"
317,boston_model.ipynb,59,5,5,10,70,Call1,reshape,internal,enforcing,"boston_clean['Official Time Duration'].values.reshape(-1, 1)"
318,boston_model.ipynb,59,6,6,0,35,Call2,shape,revealing,checking,"print(X_Final.shape, y_Final.shape)"
319,boston_model.ipynb,59,30,30,46,64,Call1,max,internal,checking,y_test_Final.max()
320,boston_model.ipynb,62,1,1,0,20,Expr3,columns,revealing,checking,boston_clean.columns
321,boston_model.ipynb,63,1,1,0,10,Expr1,,revealing,checking,boston_mse
322,boston_model.ipynb,64,1,1,0,9,Expr1,,revealing,checking,boston_r2
323,boston_model.ipynb,65,6,6,0,19,Expr1,,revealing,checking,boston_residuals_df
324,boston_model.ipynb,68,1,1,0,55,Assign1,,internal,checking,boston_females=boston_clean.loc[boston_clean['F'] == 1]
325,boston_model.ipynb,68,1,1,15,55,Subscript1,,internal,enforcing,boston_clean.loc[boston_clean['F'] == 1]
326,boston_model.ipynb,68,2,2,0,14,Expr1,,revealing,checking,boston_females
327,boston_model.ipynb,69,4,4,0,213,Assign1,,internal,checking,"X_F40K = boston_females[['Bib', 'Age','Official Time Duration', 'F', 'M', 'Temp (F)', '5K Duration', '10K Duration', '15K Duration', '20K Duration','Half Duration', '25K Duration', '30K Duration', '35K Duration']]"
328,boston_model.ipynb,69,5,5,9,61,Call1,reshape,internal,enforcing,"boston_females['40K Duration'].values.reshape(-1, 1)"
329,boston_model.ipynb,69,6,6,0,33,Call2,shape,revealing,checking,"print(X_F40K.shape, y_F40K.shape)"
330,boston_model.ipynb,69,30,30,45,62,Call1,max,internal,checking,y_test_F40K.max()
331,boston_model.ipynb,70,22,22,0,19,Expr1,,revealing,checking,boston_residuals_df
332,notebook_data_profililng.ipynb,11,1,1,43,61,Call2,columns,internal,checking,list(data.columns)
333,notebook_data_profililng.ipynb,20,2,2,11,41,Call1,describe,revealing,checking,"data.describe(include = ""all"")"
334,notebook_data_profililng.ipynb,20,8,8,17,50,Call1,reset_index,internal,enforcing,describe_transposed.reset_index()
335,notebook_data_profililng.ipynb,21,1,1,0,14,Expr1,,revealing,checking,describe_final
336,notebook_data_profililng.ipynb,25,2,2,15,45,Call1,reset_index,internal,enforcing,dtypes_dataframe.reset_index()
337,notebook_data_profililng.ipynb,26,2,2,0,19,Call1,head,revealing,checking,dtypes_final.head()
338,notebook_data_profililng.ipynb,28,3,3,22,54,Call1,astype,internal,enforcing,data.notnull().sum().astype(int)
339,notebook_data_profililng.ipynb,28,4,4,20,33,Call1,isnull,internal,checking,data.isnull()
340,notebook_data_profililng.ipynb,28,4,4,20,51,Call1,astype,internal,enforcing,data.isnull().sum().astype(int)
341,notebook_data_profililng.ipynb,28,7,7,0,26,Assign1,,internal,checking,totalcount = data.shape[0]
342,notebook_data_profililng.ipynb,30,1,1,15,78,Call1,rename,internal,enforcing,"percent_null.reset_index().rename(columns = {0:""null_percent""})"
343,notebook_data_profililng.ipynb,30,1,1,15,41,Call1,reset_index,internal,enforcing,percent_null.reset_index()
344,notebook_data_profililng.ipynb,30,2,2,17,86,Call1,rename,internal,enforcing,"percent_filled.reset_index().rename(columns = {0:""non_null_percent""})"
345,notebook_data_profililng.ipynb,30,2,2,17,45,Call1,reset_index,internal,enforcing,percent_filled.reset_index()
346,notebook_data_profililng.ipynb,30,3,3,22,95,Call1,rename,internal,enforcing,"filled_count_series.reset_index().rename(columns = {0:""non_null_counts""})"
347,notebook_data_profililng.ipynb,30,3,3,22,55,Call1,reset_index,internal,enforcing,filled_count_series.reset_index()
348,notebook_data_profililng.ipynb,30,4,4,20,87,Call1,rename,internal,enforcing,"null_count_series.reset_index().rename(columns = {0:""null_counts""})"
349,notebook_data_profililng.ipynb,30,4,4,20,51,Call1,reset_index,internal,enforcing,null_count_series.reset_index()
350,notebook_data_profililng.ipynb,32,1,1,0,26,Call1,head,revealing,checking,null_info_dataframe.head()
351,notebook_data_profililng.ipynb,36,1,1,0,32,Assign2,,internal,enforcing,"merged[""row_count""] = totalcount"
352,notebook_data_profililng.ipynb,36,3,3,0,48,Call1,drop,internal,enforcing,"merged.drop([""count""], axis = 1, inplace = True)"
353,notebook_data_profililng.ipynb,37,1,1,0,13,Call1,head,revealing,checking,merged.head()
354,notebook_data_profililng.ipynb,39,5,5,4,46,Assign1,,internal,checking,"unique_value = merged.loc[index, ""unique""]"
355,notebook_data_profililng.ipynb,39,9,9,8,49,Assign1,,internal,checking,"feature_name = merged.loc[index, ""index""]"
356,notebook_data_profililng.ipynb,39,13,13,8,55,Assign3,loc,internal,enforcing,"merged.loc[index, ""unique""] = number_of_uniques"
357,notebook_data_profililng.ipynb,41,2,2,0,53,Assign2,,internal,enforcing,"merged[""data_type""] = merged[""data_type""].astype(str)"
358,notebook_data_profililng.ipynb,41,2,2,22,53,Call1,astype,internal,enforcing,"merged[""data_type""].astype(str)"
359,notebook_data_profililng.ipynb,43,1,1,24,52,Call1,unique,internal,checking,"merged[""data_type""].unique()"
360,notebook_data_profililng.ipynb,43,12,12,25,53,Call1,astype,internal,enforcing,merged[column].astype(float)
361,notebook_data_profililng.ipynb,46,2,2,20,40,Call2,columns,internal,checking,list(merged.columns)
362,notebook_data_profililng.ipynb,46,9,9,4,39,Assign1,,internal,checking,"column = merged.loc[index, ""index""]"
363,notebook_data_profililng.ipynb,46,18,18,8,39,Assign1,,internal,checking,"value = merged.loc[index, attr]"
364,notebook_data_profililng.ipynb,56,11,11,4,38,Assign1,,internal,checking,sub_dictionary = profile_dict[key]
365,notebook_data_profililng.ipynb,56,15,15,8,27,Assign1,,internal,checking,attribute = keys[0]
366,notebook_data_profililng.ipynb,56,16,16,8,37,Assign1,,internal,checking,value = dictionary[attribute]
367,notebook_data_profililng.ipynb,62,9,9,24,58,Call1,dropna,internal,enforcing,"data.dropna(how = ""any"", axis = 0)"
368,notebook_data_profililng.ipynb,62,11,12,14,33,Call2,shape,internal,checking,"""Shape of original dataset {}""\              .format(data.shape)"
369,notebook_data_profililng.ipynb,62,13,14,14,82,Call2,shape,internal,checking,"""Shape of visualization dataset {}. \n{} Records were removed (containing nulls).""\              .format(data_no_nulls.shape, data.shape[0] - data_no_nulls.shape[0])"
